name,description,category,influenceDistance,pct,x,y,z
Knowledge Element 282,Bonnie,0,52.302,0.5473515248796148,2.093008,6.104332,-1.7336121
Knowledge Element 283,Bonnie,0,76.3535,0.5449438202247191,2.020275,6.0923996,-1.7145042
Knowledge Element 284,Bonnie,0,66.4926,0.5425361155698234,1.5610409,6.074196,-1.637825
Knowledge Element 285,Bonnie,0,53.1075,0.5409309791332263,1.2834129,5.9776497,-1.6305008
Knowledge Element 286,Bonnie,0,59.5327,0.5393258426966292,0.43388748,5.3737297,-1.6147537
Knowledge Element 287,Bonnie,0,54.5803,0.5377207062600321,-0.07200813,5.9149857,-1.0654373
Knowledge Element 288,Bonnie,0,45.0841,0.536115569823435,-0.53856087,6.0565643,-0.30205154
Knowledge Element 289,Bonnie,0,41.0989,0.5345104333868379,-1.3962097,5.837551,1.4629288
Knowledge Element 290,Bonnie,0,52.5443,0.5329052969502408,-2.2612,5.754013,3.0912857
Knowledge Element 291,Bonnie,0,51.6311,0.5313001605136437,-3.2439194,1.1101933,8.230888
Knowledge Element 292,Bonnie,0,46.9054,0.5296950240770465,-2.8440838,0.5937691,8.23558
Knowledge Element 293,Bonnie,0,37.7372,0.5280898876404494,-2.4196358,0.034715652,7.8909035
Knowledge Element 294,Bonnie,0,36.9646,0.5264847512038523,-2.8130093,0.2537136,8.151161
Knowledge Element 295,Bonnie,0,32.0534,0.5248796147672552,-2.710287,0.44655228,8.11113
Knowledge Element 296,Bonnie,0,36.9833,0.5232744783306581,-2.9853191,0.3343296,8.331417
Knowledge Element 297,Bonnie,0,47.1453,0.521669341894061,-3.012207,0.34872246,8.370632
Knowledge Element 298,Bonnie,0,61.6313,0.5192616372391653,-3.0199738,0.3585415,8.399139
Knowledge Element 299,Bonnie,0,112.186,0.5192616372391653,-9.964268,-6.600071,-9.160284
Knowledge Element 300,Bonnie,0,98.334,0.5168539325842697,-9.719069,-6.390398,-9.499577
Knowledge Element 301,Bonnie,0,69.6336,0.5152487961476726,-9.404116,-6.48295,-9.821583
Knowledge Element 302,Bonnie,0,63.1663,0.5136436597110754,-9.434151,-6.83869,-9.861471
Knowledge Element 303,Bonnie,0,62.8731,0.5120385232744783,-9.840105,-6.6037083,-9.146618
Knowledge Element 304,Bonnie,0,61.1337,0.5104333868378812,-10.0,-6.6420555,-9.005676
Knowledge Element 305,Bonnie,0,65.7314,0.5088282504012841,-9.696888,-6.645912,-9.141237
Knowledge Element 306,Bonnie,0,64.9423,0.507223113964687,-9.454636,-6.4467926,-9.921791
Knowledge Element 307,Bonnie,0,65.1548,0.5056179775280899,-9.472059,-6.4165707,-9.866863
Knowledge Element 308,Bonnie,0,54.7782,0.5040128410914928,-9.52804,-6.529352,-9.802797
Knowledge Element 309,Bonnie,0,67.6032,0.5024077046548957,-9.735771,-6.598362,-9.382168
Knowledge Element 310,Bonnie,0,73.1144,0.5008025682182986,-9.978634,-6.564125,-8.961252
Knowledge Element 311,Bonnie,0,50.2621,0.49919743178170145,-9.801464,-6.6387196,-9.24617
Knowledge Element 312,Bonnie,0,51.2453,0.49759229534510435,-9.388525,-6.414837,-10.0
Knowledge Element 313,Bonnie,0,54.1604,0.4959871589085072,-9.451641,-6.461548,-9.889132
Knowledge Element 314,Bonnie,0,58.7175,0.4943820224719101,-9.603994,-6.5354443,-9.720867
Knowledge Element 315,Bonnie,0,66.9657,0.492776886035313,-9.802738,-6.610241,-9.149401
Knowledge Element 316,Bonnie,0,61.6749,0.4911717495987159,-9.826637,-6.55838,-9.08367
Knowledge Element 317,Bonnie,0,61.292,0.4895666131621188,-9.578909,-6.3301888,-9.570465
Knowledge Element 318,Bonnie,0,54.5228,0.48796147672552165,-9.623629,-6.42692,-9.590885
Knowledge Element 319,Bonnie,0,59.8383,0.48635634028892455,-9.787436,-6.5114365,-9.29204
Knowledge Element 320,Bonnie,0,54.892,0.48475120385232745,-9.9744835,-6.5665665,-9.045898
Knowledge Element 321,Bonnie,0,50.9663,0.48314606741573035,-1.04463,4.4630013,6.5447235
Knowledge Element 322,Bonnie,0,62.3733,0.48154093097913325,0.17254066,6.110615,7.444069
Knowledge Element 323,Bonnie,0,67.3354,0.4799357945425361,5.693014,3.7077427,5.202221
Knowledge Element 324,Bonnie,0,69.1105,0.478330658105939,4.1263447,3.3650513,8.722237
Knowledge Element 325,Bonnie,0,70.7738,0.4767255216693419,5.5715427,1.9267521,7.2081757
Knowledge Element 326,Bonnie,0,52.4775,0.4751203852327448,6.457308,3.609377,5.2210464
Knowledge Element 327,Bonnie,0,48.4206,0.47351524879614765,5.700819,3.5222187,5.594658
Knowledge Element 328,Bonnie,0,93.5709,0.47191011235955055,0.7137146,-5.3745365,3.9259949
Knowledge Element 329,Bonnie,0,90.0522,0.47030497592295345,0.6367874,-5.329319,3.988884
Knowledge Element 330,Bonnie,0,76.0596,0.46869983948635635,0.412714,-5.0303555,3.6031837
Knowledge Element 331,Bonnie,0,73.6752,0.46709470304975925,-1.3185406,-6.5059853,2.470642
Knowledge Element 332,Bonnie,0,72.7504,0.4654895666131621,-1.8124733,-6.891262,2.013115
Knowledge Element 333,Bonnie,0,77.156,0.463884430176565,-1.8321896,-6.9074364,1.9848366
Knowledge Element 334,Bonnie,0,92.5496,0.4622792937399679,-2.4794865,-7.1428566,1.1835365
Knowledge Element 335,Bonnie,0,106.199,0.4606741573033708,-2.7863178,-7.2572823,0.7173233
Knowledge Element 336,Bonnie,0,108.515,0.4590690208667737,-3.355173,-7.2563057,-0.39870453
Knowledge Element 337,Bonnie,0,87.9189,0.45746388443017655,-3.583599,-7.0485954,-0.994709
Knowledge Element 338,Bonnie,0,62.9093,0.45585874799357945,-3.7524338,-6.7687645,-1.2803841
Knowledge Element 339,Bonnie,0,69.0673,0.45425361155698235,-3.8564377,-6.6886425,-1.3595848
Knowledge Element 340,Bonnie,0,108.347,0.45264847512038525,-3.7780247,-6.443577,-1.4430008
Knowledge Element 341,Bonnie,0,132.711,0.4510433386837881,-1.9844265,8.067642,-3.3785706
Knowledge Element 342,Bonnie,0,96.6422,0.449438202247191,-2.1111984,7.9298935,-3.1932755
Knowledge Element 343,Bonnie,0,90.7292,0.4478330658105939,0.7365875,9.205696,-2.9285088
Knowledge Element 344,Bonnie,0,78.4561,0.4462279293739968,0.8059864,8.998295,-2.965351
Knowledge Element 345,Bonnie,0,91.8926,0.4446227929373997,0.91221046,8.64196,-2.5513344
Knowledge Element 346,Bonnie,0,135.79,0.44301765650080255,0.6598835,8.312046,-1.589344
Knowledge Element 347,Bonnie,0,141.002,0.44141252006420545,0.6348171,8.231358,-1.1080017
Knowledge Element 348,Bonnie,0,147.045,0.43980738362760835,0.2376709,5.4851303,3.3921509
Knowledge Element 349,Bonnie,0,157.218,0.43820224719101125,2.8507442,4.075779,3.6797714
Knowledge Element 350,Bonnie,0,143.746,0.43659711075441415,2.4891243,4.406044,7.4164505
Knowledge Element 351,Bonnie,0,108.967,0.434991974317817,3.370802,3.677845,7.5878105
Knowledge Element 352,Bonnie,0,77.5408,0.43258426966292135,1.2551231,9.239521,-4.8965683
Knowledge Element 353,Bonnie,0,63.0387,0.4301765650080257,1.5921268,9.066715,-4.6316147
Knowledge Element 354,Bonnie,0,63.8732,0.42857142857142855,1.3185005,8.790768,-4.765724
Knowledge Element 355,Bonnie,0,72.4761,0.42696629213483145,-2.337572,6.8235817,-4.260399
Knowledge Element 356,Bonnie,0,90.1156,0.42536115569823435,-3.677454,6.473469,-3.8124657
Knowledge Element 357,Bonnie,0,77.9266,0.42375601926163725,-4.222561,6.448799,-3.6887321
Knowledge Element 358,Bonnie,0,63.8334,0.42215088282504015,-4.277935,6.1181526,-3.3923988
Knowledge Element 359,Bonnie,0,57.3175,0.420545746388443,-4.462242,5.8678703,-3.4225388
Knowledge Element 360,Bonnie,0,66.4489,0.4189406099518459,-4.886259,5.4921303,-3.296978
Knowledge Element 361,Bonnie,0,72.3726,0.4173354735152488,-4.8495674,5.303383,-3.2054558
Knowledge Element 362,Bonnie,0,117.008,0.4157303370786517,-1.6185322,5.7868233,1.0376663
Knowledge Element 363,Bonnie,0,119.917,0.41412520064205455,-7.7284107,-6.4257336,0.79385376
Knowledge Element 364,Bonnie,0,127.786,0.41252006420545745,-4.4909096,-1.2779999,-0.14426804
Knowledge Element 365,Bonnie,0,136.362,0.41091492776886035,-4.463148,-1.2494793,-0.10239029
Knowledge Element 366,Bonnie,0,124.186,0.40930979133226325,-1.0080509,2.250677,2.1833801
Knowledge Element 367,Bonnie,0,67.0801,0.40770465489566615,-1.0317707,2.224945,2.248623
Knowledge Element 368,Bonnie,0,56.0968,0.406099518459069,1.8441525,1.2947083,7.0002327
Knowledge Element 369,Bonnie,0,76.4673,0.4044943820224719,2.3347034,3.4502316,8.138344
Knowledge Element 370,Bonnie,0,80.4795,0.4028892455858748,5.9968853,1.472826,3.9457092
Knowledge Element 371,Bonnie,0,105.413,0.4012841091492777,5.386717,1.7583218,5.14098
Knowledge Element 372,Bonnie,0,75.959,0.3996789727126806,6.4829197,3.7078953,6.6722565
Knowledge Element 373,Bonnie,0,58.2283,0.39807383627608345,2.2767677,1.1261272,6.6980095
Knowledge Element 374,Bonnie,0,61.4227,0.39646869983948635,2.5230694,1.0846577,6.1691475
Knowledge Element 375,Bonnie,0,61.9388,0.39486356340288925,6.0324764,4.181143,7.727352
Knowledge Element 376,Bonnie,0,108.182,0.39325842696629215,3.590704,5.6339417,5.5871887
Knowledge Element 377,Bonnie,0,159.497,0.391653290529695,3.1260967,4.654434,6.1355667
Knowledge Element 378,Bonnie,0,76.939,0.3900481540930979,7.5187054,-7.39476,-1.0072403
Knowledge Element 379,Bonnie,0,56.9894,0.3884430176565008,7.864214,-7.7033825,-1.301384
Knowledge Element 380,Bonnie,0,54.9286,0.3868378812199037,7.966379,-7.891693,-1.2347908
Knowledge Element 381,Bonnie,0,40.3267,0.3852327447833066,8.0607815,-7.5280666,-1.3778839
Knowledge Element 382,Bonnie,0,44.5508,0.3828250401284109,7.9214764,-7.764124,-1.3584862
Knowledge Element 383,Bonnie,0,53.6125,0.38041733547351525,7.773752,-7.9964733,-1.5622215
Knowledge Element 384,Bonnie,0,84.4153,0.37881219903691815,8.027109,-7.5612583,-0.9901428
Knowledge Element 385,Bonnie,0,49.7255,0.37720706260032105,7.9469166,-7.7619686,-1.240139
Knowledge Element 386,Bonnie,0,43.1772,0.37479935794542535,8.118849,-7.788418,-1.4174995
Knowledge Element 387,Bonnie,0,63.2784,0.3723916532905297,7.9640255,-7.7992706,-1.2713661
Knowledge Element 388,Bonnie,0,50.2857,0.3707865168539326,7.8973293,-7.8373604,-1.2783012
Knowledge Element 389,Bonnie,0,47.484,0.3683788121990369,7.877638,-7.8303223,-1.3475037
Knowledge Element 390,Bonnie,0,55.571,0.36597110754414125,7.948778,-7.835308,-1.288147
Knowledge Element 391,Bonnie,0,61.5791,0.36436597110754415,7.981859,-7.9595413,-1.321476
Knowledge Element 392,Bonnie,0,81.2557,0.36276083467094705,7.8078976,-8.0282135,-1.178585
Knowledge Element 393,Bonnie,0,97.0092,0.3611556982343499,7.5277424,-8.082401,-1.0104904
Knowledge Element 394,Bonnie,0,88.051,0.3595505617977528,6.7569485,-7.9712257,-0.96671677
Knowledge Element 395,Bonnie,0,140.437,0.35714285714285715,-0.70684624,0.79639053,4.370777
Knowledge Element 396,Bonnie,0,166.991,0.3547351524879615,-0.37537193,-1.8499889,5.229492
Knowledge Element 397,Bonnie,0,150.32,0.35714285714285715,-0.6565628,-2.3871422,4.922493
Knowledge Element 398,Bonnie,0,77.2019,0.35313001605136435,-1.6922436,-6.7547245,2.1641502
Knowledge Element 399,Bonnie,0,66.683,0.35152487961476725,-2.013235,-6.9406433,1.8316498
Knowledge Element 400,Bonnie,0,60.8864,0.34991974317817015,-2.6164093,-7.0920906,1.0847206
Knowledge Element 401,Bonnie,0,81.1703,0.34831460674157305,-3.3679962,-7.460186,-0.019889832
Knowledge Element 402,Bonnie,0,101.695,0.3467094703049759,-3.9013863,-7.760994,-0.3610344
Knowledge Element 403,Bonnie,0,152.537,0.3451043338683788,-5.8704605,-8.668381,-0.40452194
Knowledge Element 404,Bonnie,0,172.288,0.3434991974317817,-4.622097,-4.361397,-2.714943
Knowledge Element 405,Bonnie,0,143.483,0.3418940609951846,1.8314114,6.962021,4.4012566
Knowledge Element 406,Bonnie,0,108.496,0.3402889245585875,1.5732269,6.7904854,4.4852676
Knowledge Element 407,Bonnie,0,92.4067,0.33868378812199035,0.65491104,5.95607,4.9218407
Knowledge Element 408,Bonnie,0,83.6167,0.33707865168539325,-3.497549,6.593628,-4.029854
Knowledge Element 409,Bonnie,0,71.9706,0.33547351524879615,-3.4617805,6.6685867,-3.6981468
Knowledge Element 410,Bonnie,0,70.8444,0.33386837881219905,-2.7576618,7.3033104,-3.4317055
Knowledge Element 411,Bonnie,0,72.9566,0.33226324237560195,-2.393406,7.754448,-2.8764153
Knowledge Element 412,Bonnie,0,86.2053,0.3306581059390048,-2.3545952,7.919853,-2.3732758
Knowledge Element 413,Bonnie,0,102.304,0.3290529695024077,-2.712471,7.7994843,-1.7198524
Knowledge Element 414,Bonnie,0,120.555,0.3274478330658106,-3.2357635,6.899132,-1.571537
Knowledge Element 415,Bonnie,0,158.462,0.3258426966292135,-3.262844,6.800976,-1.3459473
Knowledge Element 416,Bonnie,0,84.0929,0.32423756019261635,-7.6853867,-7.0411415,0.67634964
Knowledge Element 417,Bonnie,0,51.9305,0.32263242375601925,-7.653965,-7.087162,0.56713486
Knowledge Element 418,Bonnie,0,51.8019,0.32102728731942215,-7.6225986,-7.058668,0.6769142
Knowledge Element 419,Bonnie,0,53.706,0.31942215088282505,-7.5876026,-7.0677624,0.8852501
Knowledge Element 420,Bonnie,0,66.459,0.31781701444622795,-7.5347176,-7.3707523,0.821846
Knowledge Element 421,Bonnie,0,70.8545,0.3162118780096308,-7.156389,-7.855154,0.8237381
Knowledge Element 422,Bonnie,0,67.0177,0.31380417335473515,-7.4007664,-7.227194,0.85051346
Knowledge Element 423,Bonnie,0,90.4488,0.3113964686998395,-7.2545147,-7.5202007,0.5149574
Knowledge Element 424,Bonnie,0,134.173,0.3097913322632424,-6.661255,-7.8728504,0.100730896
Knowledge Element 425,Bonnie,0,146.272,0.30818619582664525,-0.5860157,0.74537086,6.0440445
Knowledge Element 426,Bonnie,0,127.242,0.30658105939004815,-0.38210297,0.9632702,6.9132233
Knowledge Element 427,Bonnie,0,94.9987,0.3041733547351525,0.42343712,0.78842354,5.807453
Knowledge Element 428,Bonnie,0,84.02,0.3017656500802568,0.43470573,0.09394455,4.4324226
Knowledge Element 429,Bonnie,0,66.7508,0.3001605136436597,-0.41100883,0.84986496,6.0565376
Knowledge Element 430,Bonnie,0,51.0757,0.2985553772070626,-0.65813255,1.3810253,6.574581
Knowledge Element 431,Bonnie,0,46.427,0.2969502407704655,-0.3377571,0.66459656,7.06596
Knowledge Element 432,Bonnie,0,60.9701,0.2953451043338684,-0.14009476,0.32294846,6.752468
Knowledge Element 433,Bonnie,0,51.3857,0.29373996789727125,0.2713642,1.0218143,5.760597
Knowledge Element 434,Bonnie,0,42.011,0.29213483146067415,-0.31783485,0.9028568,5.7301483
Knowledge Element 435,Bonnie,0,48.528,0.29052969502407705,-0.44725227,0.77383804,5.441971
Knowledge Element 436,Bonnie,0,64.0761,0.28892455858747995,-0.85931206,0.60790825,5.4758034
Knowledge Element 437,Bonnie,0,87.9571,0.28731942215088285,-1.184473,0.2756672,5.2444
Knowledge Element 438,Bonnie,0,130.61,0.2857142857142857,-4.826765,-8.038469,0.48373413
Knowledge Element 439,Bonnie,0,113.53,0.2841091492776886,-5.4709034,-8.529932,-0.107940674
Knowledge Element 440,Bonnie,0,101.965,0.2825040128410915,-5.9099197,-8.702658,-0.5087929
Knowledge Element 441,Bonnie,0,130.623,0.2808988764044944,-6.342989,-8.330219,-0.78154373
Knowledge Element 442,Bonnie,0,131.028,0.27929373996789725,-6.681471,-7.620163,-1.1718025
Knowledge Element 443,Bonnie,0,113.64,0.27768860353130015,-6.4715977,-5.271902,-2.3712807
Knowledge Element 444,Bonnie,0,91.4033,0.2752808988764045,-6.15366,-4.506939,-2.619812
Knowledge Element 445,Bonnie,0,78.7708,0.27287319422150885,-5.082388,-1.7725353,-3.1206856
Knowledge Element 446,Bonnie,0,87.0731,0.2712680577849117,-4.72184,-1.2527485,-2.8166237
Knowledge Element 447,Bonnie,0,84.7558,0.2696629213483146,-4.213888,-0.8942051,-2.2529335
Knowledge Element 448,Bonnie,0,70.318,0.2680577849117175,-3.9014702,-0.4882965,-1.9556999
Knowledge Element 449,Bonnie,0,85.9844,0.2664526484751204,-3.340496,-0.0056419373,-2.1294975
Knowledge Element 450,Bonnie,0,142.537,0.26484751203852325,-2.4811687,1.283268,-2.27993
Knowledge Element 451,Bonnie,0,152.781,0.26324237560192615,-2.876274,5.6793213,-1.5211143
Knowledge Element 452,Bonnie,0,120.146,0.26163723916532905,-2.7214718,5.6231995,-0.9794197
Knowledge Element 453,Bonnie,0,127.226,0.26003210272873195,-2.675726,5.7915726,-0.52983856
Knowledge Element 454,Bonnie,0,128.947,0.25842696629213485,-0.05631256,3.6696892,7.430996
Knowledge Element 455,Bonnie,0,102.936,0.2568218298555377,-2.4146004,3.6246738,6.0567245
Knowledge Element 456,Bonnie,0,86.7884,0.2552166934189406,-4.0787315,3.5411663,-2.7563972
Knowledge Element 457,Bonnie,0,128.366,0.2536115569823435,-4.9383755,2.6429367,-3.0615692
Knowledge Element 458,Bonnie,0,124.247,0.2520064205457464,-0.74629974,4.7684364,4.986904
Knowledge Element 459,Bonnie,0,164.584,0.2504012841091493,2.6608276,5.5837593,3.9990578
Knowledge Element 460,Bonnie,0,97.0188,0.24879614767255218,-1.9893074,-6.565098,2.1226501
Knowledge Element 461,Bonnie,0,90.861,0.24719101123595505,-2.289545,-6.6693325,1.9144135
Knowledge Element 462,Bonnie,0,75.6091,0.24558587479935795,-2.9433327,-7.270937,1.2550926
Knowledge Element 463,Bonnie,0,71.6355,0.24398073836276082,-4.0871677,-7.956932,0.3458519
Knowledge Element 464,Bonnie,0,74.8242,0.24237560192616373,-5.8664627,-8.68696,-0.46136856
Knowledge Element 465,Bonnie,0,92.6686,0.24077046548956663,-5.9163265,-8.382414,-0.7484894
Knowledge Element 466,Bonnie,0,125.505,0.2391653290529695,-4.1491394,-3.3028755,-2.5612755
Knowledge Element 467,Bonnie,0,161.7,0.2375601926163724,-2.2873154,6.0554085,3.5084534
Knowledge Element 468,Bonnie,0,159.357,0.23595505617977527,1.982605,6.818493,4.4738197
Knowledge Element 469,Bonnie,0,112.0,0.23434991974317818,-1.2219772,3.846386,6.1283417
Knowledge Element 470,Bonnie,0,104.415,0.23274478330658105,-1.5190926,3.6183949,6.4267654
Knowledge Element 471,Bonnie,0,132.228,0.23113964686998395,-0.21814346,5.3141212,7.810032
Knowledge Element 472,Bonnie,0,135.995,0.22953451043338685,-3.5223885,-7.3804283,-0.33994293
Knowledge Element 473,Bonnie,0,135.295,0.22792937399678972,-4.1571884,-7.1302013,-1.0214233
Knowledge Element 474,Bonnie,0,110.31,0.22552166934189405,-3.5823975,-3.0939617,-2.4195251
Knowledge Element 475,Bonnie,0,88.8835,0.2231139646869984,-3.6036186,-2.4789104,-2.7397232
Knowledge Element 476,Bonnie,0,85.702,0.22150882825040127,-3.4535236,-2.1061668,-2.9706116
Knowledge Element 477,Bonnie,0,84.7676,0.21910112359550563,-3.2914734,-1.9237537,-3.011879
Knowledge Element 478,Bonnie,0,98.1777,0.21669341894060995,-3.5113907,-0.954298,-2.938549
Knowledge Element 479,Bonnie,0,113.795,0.21348314606741572,-3.2263985,-0.221735,-2.876587
Knowledge Element 480,Bonnie,0,142.279,0.22552166934189405,-3.4290237,-0.6509857,-2.7347984
Knowledge Element 481,Bonnie,0,99.0194,0.21348314606741572,-2.7193546,7.21669,-3.248169
Knowledge Element 482,Bonnie,0,135.711,0.2102728731942215,-3.2921085,5.4618683,-3.477375
Knowledge Element 483,Bonnie,0,122.042,0.2086677367576244,-3.457428,5.599037,-3.2671204
Knowledge Element 484,Bonnie,0,125.648,0.20706260032102727,-3.3869953,5.8251076,-2.7282295
Knowledge Element 485,Bonnie,0,122.527,0.20545746388443017,-3.1142101,6.6576157,-1.9340706
Knowledge Element 486,Bonnie,0,132.439,0.20385232744783308,-3.1539497,6.7815857,-1.5963516
Knowledge Element 487,Bonnie,0,189.301,0.21910112359550563,-1.301939,3.5422287,6.371479
Knowledge Element 488,Bonnie,0,155.679,0.20224719101123595,-1.9783859,5.262562,6.47068
Knowledge Element 489,Bonnie,0,140.321,0.20064205457463885,-0.3604164,5.6952515,8.120022
Knowledge Element 490,Bonnie,0,80.4202,0.19903691813804172,-6.903013,-7.562004,1.5554352
Knowledge Element 491,Bonnie,0,72.079,0.19743178170144463,-6.5438766,-9.623592,-0.1836853
Knowledge Element 492,Bonnie,0,70.1076,0.1958266452648475,-7.1955776,-8.357416,0.78816605
Knowledge Element 493,Bonnie,0,69.8981,0.1942215088282504,-7.094986,-8.587355,0.49025345
Knowledge Element 494,Bonnie,0,69.4321,0.1926163723916533,-6.654022,-9.583366,0.21906662
Knowledge Element 495,Bonnie,0,60.2628,0.19101123595505617,-6.6084023,-9.6983795,0.29784775
Knowledge Element 496,Bonnie,0,62.8832,0.18940609951845908,-7.1143303,-8.9649105,0.46518326
Knowledge Element 497,Bonnie,0,57.3506,0.18780096308186195,-6.6964207,-9.447369,0.03479004
Knowledge Element 498,Bonnie,0,72.2585,0.18619582664526485,-6.604187,-9.428993,-0.22340012
Knowledge Element 499,Bonnie,0,88.8309,0.18459069020866772,-7.370413,-8.945383,0.40222168
Knowledge Element 500,Bonnie,0,91.0065,0.18298555377207062,-7.5480804,-8.655155,0.5210457
Knowledge Element 501,Bonnie,0,100.238,0.18138041733547353,-7.6973343,-7.3630314,0.8288498
Knowledge Element 502,Bonnie,0,87.4913,0.1797752808988764,-7.580723,-7.307987,0.9910698
Knowledge Element 503,Bonnie,0,74.8939,0.1781701444622793,-7.3219357,-7.4737453,1.1394348
Knowledge Element 504,Bonnie,0,87.9045,0.17656500802568217,2.5191193,-0.5605049,-2.9051437
Knowledge Element 505,Bonnie,0,82.6089,0.17495987158908508,2.6726494,-0.38250542,-2.6971283
Knowledge Element 506,Bonnie,0,92.3848,0.17335473515248795,3.22225,-0.008087158,-2.5424347
Knowledge Element 507,Bonnie,0,103.766,0.17174959871589085,6.005396,0.60132027,1.3520012
Knowledge Element 508,Bonnie,0,95.1736,0.17014446227929375,1.3348904,0.013183594,5.7605934
Knowledge Element 509,Bonnie,0,83.9029,0.16853932584269662,6.595297,0.40716934,4.4200134
Knowledge Element 510,Bonnie,0,71.6663,0.16693418940609953,5.1447124,1.5779533,4.992649
Knowledge Element 511,Bonnie,0,69.6876,0.1653290529695024,4.403528,1.5772438,5.9070168
Knowledge Element 512,Bonnie,0,67.2337,0.1637239165329053,3.8613987,1.5319996,6.9302177
Knowledge Element 513,Bonnie,0,55.2549,0.16211878009630817,4.1346684,1.7036381,6.418247
Knowledge Element 514,Bonnie,0,68.5391,0.16051364365971107,4.4027805,4.597969,4.7560463
Knowledge Element 515,Bonnie,0,61.1657,0.15890850722311398,4.429289,4.1835175,5.48901
Knowledge Element 516,Bonnie,0,70.1958,0.15730337078651685,6.7017384,1.8206959,7.2161636
Knowledge Element 517,Bonnie,0,72.4087,0.15569823434991975,3.1420078,-0.0015106201,5.112961
Knowledge Element 518,Bonnie,0,76.4677,0.15409309791332262,5.405443,3.4848614,6.6985893
Knowledge Element 519,Bonnie,0,78.2592,0.15248796147672553,5.1424236,3.6115475,6.906204
Knowledge Element 520,Bonnie,0,58.9175,0.1508828250401284,6.7177258,1.9828739,7.2990913
Knowledge Element 521,Bonnie,0,56.0708,0.1492776886035313,6.5437565,2.060913,6.226925
Knowledge Element 522,Bonnie,0,62.7768,0.1476725521669342,5.196684,3.367916,6.8456726
Knowledge Element 523,Bonnie,0,69.5592,0.14606741573033707,5.1262646,3.670105,7.3716545
Knowledge Element 524,Bonnie,0,59.0978,0.14446227929373998,6.3871746,1.7766228,7.3640366
Knowledge Element 525,Bonnie,0,51.896,0.14285714285714285,6.247923,2.536396,6.0578117
Knowledge Element 526,Bonnie,0,190.701,0.14125200642054575,2.117794,7.492916,-5.343128
Knowledge Element 527,Bonnie,0,158.471,0.13964686998394862,2.604641,6.676529,5.0166626
Knowledge Element 528,Bonnie,0,182.303,0.13804173354735153,0.56705856,6.4514008,7.0929794
Knowledge Element 529,Bonnie,0,101.796,0.13643659711075443,-3.689991,5.5678825,-3.0315742
Knowledge Element 530,Bonnie,0,76.8633,0.1348314606741573,-3.5395699,5.5973206,-3.0317917
Knowledge Element 531,Bonnie,0,89.4577,0.1332263242375602,-3.449253,5.3812065,-3.3214912
Knowledge Element 532,Bonnie,0,86.2773,0.13162118780096307,-4.02149,5.4233894,-2.9299011
Knowledge Element 533,Bonnie,0,77.6014,0.13001605136436598,-3.8065414,5.696697,-3.0512657
Knowledge Element 534,Bonnie,0,82.5151,0.12841091492776885,-3.748621,5.2900352,-3.4112854
Knowledge Element 535,Bonnie,0,75.7299,0.12680577849117175,-4.1441727,5.1317215,-2.8554993
Knowledge Element 536,Bonnie,0,62.5113,0.12520064205457465,-3.549488,5.509987,-2.9269562
Knowledge Element 537,Bonnie,0,67.1444,0.12359550561797752,-3.7006283,5.2580147,-3.2720451
Knowledge Element 538,Bonnie,0,73.4962,0.12199036918138041,-4.0754433,5.060356,-3.025463
Knowledge Element 539,Bonnie,0,65.0994,0.12038523274478331,-4.079439,4.9851265,-2.8863983
Knowledge Element 540,Bonnie,0,57.3864,0.1187800963081862,-4.0321503,5.01556,-2.961605
Knowledge Element 541,Bonnie,0,76.4834,0.11717495987158909,-4.334511,4.593395,-3.0427208
Knowledge Element 542,Bonnie,0,83.2795,0.11476725521669343,-4.4361515,3.8850002,-2.7820282
Knowledge Element 543,Bonnie,0,65.4745,0.11235955056179775,-4.515856,2.7506886,-2.450241
Knowledge Element 544,Bonnie,0,75.3947,0.11075441412520064,-4.5508595,2.231699,-2.5556183
Knowledge Element 545,Bonnie,0,91.0864,0.10914927768860354,-4.608717,2.2901936,-2.621601
Knowledge Element 546,Bonnie,0,104.096,0.10754414125200643,-3.7882652,-1.3367596,-2.637043
Knowledge Element 547,Bonnie,0,108.138,0.10593900481540931,-4.552246,-0.6008854,-2.886177
Knowledge Element 548,Bonnie,0,77.2496,0.1043338683788122,-4.5984917,1.83218,-2.2598686
Knowledge Element 549,Bonnie,0,76.0847,0.10272873194221509,-4.3908806,1.6094875,-2.4958916
Knowledge Element 550,Bonnie,0,78.4902,0.10112359550561797,-3.8083973,0.07495499,-0.7970238
Knowledge Element 551,Bonnie,0,77.7852,0.09951845906902086,-3.57975,-1.5086632,-1.8191261
Knowledge Element 552,Bonnie,0,84.1612,0.09791332263242375,-3.5627403,-1.3542442,-1.6813698
Knowledge Element 553,Bonnie,0,67.4866,0.09630818619582665,-4.1459312,1.3153992,-1.842968
Knowledge Element 554,Bonnie,0,60.5477,0.09470304975922954,-3.9154243,1.0146332,-0.88895416
Knowledge Element 555,Bonnie,0,85.4685,0.09309791332263243,-3.0790195,-1.0770493,-2.4333534
Knowledge Element 556,Bonnie,0,70.7106,0.09069020866773676,-2.9620228,-1.0346146,-2.4596596
Knowledge Element 557,Bonnie,0,74.5074,0.08828250401284109,-4.1195164,-0.41744423,-1.3150711
Knowledge Element 558,Bonnie,0,59.8438,0.08667736757624397,-3.9283867,-1.6117611,-2.1673737
Knowledge Element 559,Bonnie,0,60.0328,0.08507223113964688,-3.744112,-0.95718193,-2.4995575
